number,value,datetime_start,datetime_complete,duration,params_voltage,params_width,params_x,params_y,params_z,state
174,0.6875,2026-04-04 19:05:28.772822,2026-04-04 19:05:35.557529,0 days 00:00:06.784707,349.0,1.0,118.0,148.1,0.74,COMPLETE
175,0.6875,2026-04-04 19:05:35.569163,2026-04-04 19:05:43.492015,0 days 00:00:07.922852,249.0,3.0,126.7,156.7,0.43,COMPLETE
176,0.6875,2026-04-04 19:05:43.503289,2026-04-04 19:05:51.606056,0 days 00:00:08.102767,256.0,1.0,113.0,151.6,0.5,COMPLETE
177,0.6875,2026-04-04 19:05:51.617646,2026-04-04 19:05:58.937851,0 days 00:00:07.320205,405.0,1.0,118.4,158.7,0.46,COMPLETE
178,0.6875,2026-04-04 19:05:58.949676,2026-04-04 19:06:06.587839,0 days 00:00:07.638163,271.0,1.0,113.6,150.1,0.9400000000000001,COMPLETE
179,0.6875,2026-04-04 19:06:06.599275,2026-04-04 19:06:13.070505,0 days 00:00:06.471230,452.0,1.0,114.6,150.8,0.54,COMPLETE
180,0.6875,2026-04-04 19:06:13.080214,2026-04-04 19:06:21.472704,0 days 00:00:08.392490,154.0,3.0,126.2,154.9,0.23,COMPLETE
181,0.6875,2026-04-04 19:06:21.484584,2026-04-04 19:06:29.250363,0 days 00:00:07.765779,326.0,1.0,113.8,151.0,0.77,COMPLETE
182,0.6875,2026-04-04 19:06:29.261736,2026-04-04 19:06:36.613978,0 days 00:00:07.352242,366.0,2.0,122.2,154.3,1.3900000000000001,COMPLETE
183,0.6875,2026-04-04 19:06:36.625540,2026-04-04 19:06:44.076479,0 days 00:00:07.450939,193.0,3.0,125.8,149.9,0.16,COMPLETE
184,0.6875,2026-04-04 19:06:44.088216,2026-04-04 19:06:51.838277,0 days 00:00:07.750061,316.0,1.0,117.7,159.1,1.01,COMPLETE
185,0.6875,2026-04-04 19:06:51.852081,2026-04-04 19:06:59.524812,0 days 00:00:07.672731,168.0,2.0,122.5,152.6,1.04,COMPLETE
186,0.6875,2026-04-04 19:06:59.536037,2026-04-04 19:07:06.089355,0 days 00:00:06.553318,407.0,3.0,119.5,153.1,1.59,COMPLETE
187,0.6875,2026-04-04 19:07:06.101024,2026-04-04 19:07:12.917423,0 days 00:00:06.816399,337.0,2.0,121.4,155.0,1.04,COMPLETE
188,0.6875,2026-04-04 19:07:12.929533,2026-04-04 19:07:20.599533,0 days 00:00:07.670000,290.0,1.0,113.7,148.8,0.49,COMPLETE
189,0.6875,2026-04-04 19:07:20.611242,2026-04-04 19:07:28.132464,0 days 00:00:07.521222,238.0,2.0,117.4,156.9,1.85,COMPLETE
190,0.6875,2026-04-04 19:07:28.143339,2026-04-04 19:07:35.560542,0 days 00:00:07.417203,414.0,1.0,125.6,152.5,1.74,COMPLETE
191,0.6875,2026-04-04 19:07:35.572236,2026-04-04 19:07:43.426095,0 days 00:00:07.853859,194.0,2.0,117.4,150.1,0.41000000000000003,COMPLETE
192,0.6875,2026-04-04 19:07:43.437362,2026-04-04 19:07:50.587222,0 days 00:00:07.149860,155.0,2.0,119.8,153.8,0.5700000000000001,COMPLETE
193,0.825,2026-04-04 19:07:50.598942,2026-04-04 19:08:24.579383,0 days 00:00:33.980441,172.0,2.0,118.4,155.3,0.07,COMPLETE
194,0.6875,2026-04-04 19:08:24.591575,2026-04-04 19:08:31.998496,0 days 00:00:07.406921,168.0,3.0,125.9,150.3,0.73,COMPLETE
195,0.6875,2026-04-04 19:08:32.010139,2026-04-04 19:08:39.491608,0 days 00:00:07.481469,161.0,2.0,115.8,152.5,0.0,COMPLETE
196,0.6875,2026-04-04 19:08:39.502959,2026-04-04 19:08:46.683875,0 days 00:00:07.180916,301.0,1.0,122.4,156.3,1.9100000000000001,COMPLETE
197,0.6875,2026-04-04 19:08:46.695445,2026-04-04 19:08:53.720910,0 days 00:00:07.025465,368.0,1.0,116.9,156.1,0.93,COMPLETE
198,0.6875,2026-04-04 19:08:53.733125,2026-04-04 19:09:01.240909,0 days 00:00:07.507784,158.0,2.0,119.7,150.2,0.03,COMPLETE
199,0.6875,2026-04-04 19:09:01.252124,2026-04-04 19:09:08.091701,0 days 00:00:06.839577,412.0,2.0,120.4,154.2,0.88,COMPLETE
200,0.6875,2026-04-04 19:09:08.103520,2026-04-04 19:09:15.330534,0 days 00:00:07.227014,221.0,2.0,124.7,153.6,1.42,COMPLETE
201,0.6875,2026-04-04 19:09:15.341894,2026-04-04 19:09:22.393694,0 days 00:00:07.051800,493.0,1.0,121.4,148.9,1.3800000000000001,COMPLETE
202,0.6875,2026-04-04 19:09:22.405419,2026-04-04 19:09:29.691330,0 days 00:00:07.285911,351.0,2.0,119.3,153.9,1.23,COMPLETE
203,0.6875,2026-04-04 19:09:29.702903,2026-04-04 19:09:36.479467,0 days 00:00:06.776564,413.0,1.0,115.6,156.4,1.48,COMPLETE
204,0.6875,2026-04-04 19:09:36.491072,2026-04-04 19:09:44.225027,0 days 00:00:07.733955,338.0,1.0,120.5,148.4,1.34,COMPLETE
205,0.6875,2026-04-04 19:09:44.236909,2026-04-04 19:09:51.277416,0 days 00:00:07.040507,210.0,3.0,120.0,152.3,0.9400000000000001,COMPLETE
206,0.6875,2026-04-04 19:09:51.289236,2026-04-04 19:09:58.620212,0 days 00:00:07.330976,238.0,2.0,120.1,159.9,1.21,COMPLETE
207,0.6875,2026-04-04 19:09:58.631704,2026-04-04 19:10:06.489017,0 days 00:00:07.857313,440.0,1.0,113.9,148.9,1.5,COMPLETE
208,0.6875,2026-04-04 19:10:06.500611,2026-04-04 19:10:13.667753,0 days 00:00:07.167142,426.0,1.0,120.6,149.0,1.73,COMPLETE
209,0.6875,2026-04-04 19:10:13.679535,2026-04-04 19:10:20.397314,0 days 00:00:06.717779,481.0,1.0,118.0,149.1,1.98,COMPLETE
210,0.6875,2026-04-04 19:10:20.409434,2026-04-04 19:10:28.026258,0 days 00:00:07.616824,152.0,3.0,122.8,152.6,0.47000000000000003,COMPLETE
211,0.6875,2026-04-04 19:10:28.037457,2026-04-04 19:10:34.980079,0 days 00:00:06.942622,402.0,1.0,117.6,149.1,1.6400000000000001,COMPLETE
212,0.6875,2026-04-04 19:10:34.991303,2026-04-04 19:10:42.134075,0 days 00:00:07.142772,323.0,1.0,120.0,154.4,1.3,COMPLETE
213,0.6875,2026-04-04 19:10:42.145758,2026-04-04 19:10:48.643468,0 days 00:00:06.497710,309.0,1.0,119.3,152.9,0.81,COMPLETE
214,0.6875,2026-04-04 19:10:48.651542,2026-04-04 19:10:55.555872,0 days 00:00:06.904330,495.0,2.0,113.4,153.1,1.18,COMPLETE
215,0.6875,2026-04-04 19:10:55.568085,2026-04-04 19:11:03.048999,0 days 00:00:07.480914,268.0,2.0,121.1,152.1,0.18,COMPLETE
216,0.6875,2026-04-04 19:11:03.060435,2026-04-04 19:11:10.053288,0 days 00:00:06.992853,479.0,2.0,126.8,152.2,1.43,COMPLETE
217,0.6875,2026-04-04 19:11:10.064749,2026-04-04 19:11:17.482764,0 days 00:00:07.418015,470.0,2.0,121.7,158.3,1.22,COMPLETE
218,0.6875,2026-04-04 19:11:17.494140,2026-04-04 19:11:25.103754,0 days 00:00:07.609614,451.0,1.0,118.2,148.9,1.36,COMPLETE
219,0.6875,2026-04-04 19:11:25.115959,2026-04-04 19:11:32.252055,0 days 00:00:07.136096,374.0,1.0,117.4,154.0,1.1,COMPLETE
220,0.6875,2026-04-04 19:11:32.263659,2026-04-04 19:11:40.029422,0 days 00:00:07.765763,316.0,3.0,127.0,153.6,1.45,COMPLETE
221,0.6875,2026-04-04 19:11:40.041377,2026-04-04 19:11:47.899314,0 days 00:00:07.857937,454.0,1.0,114.8,159.0,0.66,COMPLETE
222,0.6875,2026-04-04 19:11:47.910872,2026-04-04 19:11:54.828584,0 days 00:00:06.917712,356.0,1.0,116.9,158.6,0.65,COMPLETE
223,0.6875,2026-04-04 19:11:54.840625,2026-04-04 19:12:01.484381,0 days 00:00:06.643756,210.0,3.0,116.1,158.4,0.55,COMPLETE
224,0.6875,2026-04-04 19:12:01.495938,2026-04-04 19:12:09.248294,0 days 00:00:07.752356,178.0,2.0,126.1,153.6,0.78,COMPLETE
225,0.6875,2026-04-04 19:12:09.260576,2026-04-04 19:12:16.516176,0 days 00:00:07.255600,170.0,3.0,118.0,150.6,1.96,COMPLETE
226,0.6875,2026-04-04 19:12:16.527574,2026-04-04 19:12:23.215991,0 days 00:00:06.688417,499.0,3.0,118.2,151.2,0.16,COMPLETE
227,0.6875,2026-04-04 19:12:23.227411,2026-04-04 19:12:30.760390,0 days 00:00:07.532979,383.0,2.0,115.7,160.0,0.77,COMPLETE
228,0.6875,2026-04-04 19:12:30.770828,2026-04-04 19:12:37.519282,0 days 00:00:06.748454,447.0,1.0,118.5,157.9,0.99,COMPLETE
229,0.6875,2026-04-04 19:12:37.530342,2026-04-04 19:12:44.936824,0 days 00:00:07.406482,159.0,2.0,115.9,158.3,1.16,COMPLETE
230,0.6875,2026-04-04 19:12:44.948510,2026-04-04 19:12:52.117890,0 days 00:00:07.169380,260.0,2.0,117.5,150.7,1.09,COMPLETE
231,0.6875,2026-04-04 19:12:52.130224,2026-04-04 19:12:59.379476,0 days 00:00:07.249252,375.0,1.0,118.4,158.0,1.16,COMPLETE
232,0.6875,2026-04-04 19:12:59.391003,2026-04-04 19:13:06.241842,0 days 00:00:06.850839,275.0,3.0,117.2,154.5,0.9,COMPLETE
233,0.6875,2026-04-04 19:13:06.253201,2026-04-04 19:13:13.574955,0 days 00:00:07.321754,201.0,3.0,124.8,153.4,1.17,COMPLETE
234,0.6875,2026-04-04 19:13:13.586045,2026-04-04 19:13:21.443898,0 days 00:00:07.857853,268.0,2.0,113.0,156.2,0.45,COMPLETE
235,0.6875,2026-04-04 19:13:21.453097,2026-04-04 19:13:27.916947,0 days 00:00:06.463850,313.0,1.0,114.1,156.2,0.88,COMPLETE
236,0.6875,2026-04-04 19:13:27.928328,2026-04-04 19:13:34.571070,0 days 00:00:06.642742,427.0,2.0,114.3,155.2,1.54,COMPLETE
237,0.6875,2026-04-04 19:13:34.582584,2026-04-04 19:13:42.082506,0 days 00:00:07.499922,179.0,2.0,120.0,152.7,0.19,COMPLETE
238,0.6875,2026-04-04 19:13:42.091597,2026-04-04 19:13:49.166387,0 days 00:00:07.074790,235.0,3.0,125.4,151.4,0.73,COMPLETE
239,0.6875,2026-04-04 19:13:49.177882,2026-04-04 19:13:57.169692,0 days 00:00:07.991810,365.0,1.0,113.2,156.5,0.0,COMPLETE
240,0.6875,2026-04-04 19:13:57.181121,2026-04-04 19:14:04.362128,0 days 00:00:07.181007,382.0,1.0,120.0,153.9,0.97,COMPLETE
241,0.6875,2026-04-04 19:14:04.373981,2026-04-04 19:14:11.609195,0 days 00:00:07.235214,170.0,3.0,121.8,151.3,1.3,COMPLETE
242,0.6875,2026-04-04 19:14:11.620534,2026-04-04 19:14:19.034184,0 days 00:00:07.413650,483.0,1.0,113.8,155.1,1.19,COMPLETE
243,0.6875,2026-04-04 19:14:19.045750,2026-04-04 19:14:26.296523,0 days 00:00:07.250773,459.0,1.0,120.6,158.1,1.16,COMPLETE
244,0.6875,2026-04-04 19:14:26.307987,2026-04-04 19:14:33.465352,0 days 00:00:07.157365,373.0,1.0,115.6,159.6,1.09,COMPLETE
245,0.6875,2026-04-04 19:14:33.477147,2026-04-04 19:14:40.208206,0 days 00:00:06.731059,360.0,2.0,118.2,159.4,1.53,COMPLETE
246,0.6875,2026-04-04 19:14:40.219926,2026-04-04 19:14:47.815805,0 days 00:00:07.595879,490.0,3.0,123.0,149.9,0.54,COMPLETE
247,0.6875,2026-04-04 19:14:47.827386,2026-04-04 19:14:55.233078,0 days 00:00:07.405692,156.0,3.0,123.3,153.7,1.01,COMPLETE
248,0.6875,2026-04-04 19:14:55.245063,2026-04-04 19:15:01.823532,0 days 00:00:06.578469,213.0,3.0,123.8,152.6,0.59,COMPLETE
249,0.6875,2026-04-04 19:15:01.835116,2026-04-04 19:15:08.662721,0 days 00:00:06.827605,461.0,2.0,125.2,157.2,0.04,COMPLETE
250,0.6875,2026-04-04 19:15:08.674657,2026-04-04 19:15:15.713283,0 days 00:00:07.038626,438.0,1.0,118.8,157.6,1.3900000000000001,COMPLETE
251,0.6875,2026-04-04 19:15:15.725484,2026-04-04 19:15:23.014174,0 days 00:00:07.288690,429.0,2.0,119.4,149.0,1.61,COMPLETE
252,0.6875,2026-04-04 19:15:23.025421,2026-04-04 19:15:30.985605,0 days 00:00:07.960184,213.0,3.0,124.2,154.3,1.6,COMPLETE
253,0.6875,2026-04-04 19:15:30.997291,2026-04-04 19:15:37.886835,0 days 00:00:06.889544,389.0,2.0,120.2,156.7,1.17,COMPLETE
254,0.6875,2026-04-04 19:15:37.899173,2026-04-04 19:15:44.920114,0 days 00:00:07.020941,276.0,2.0,119.6,159.5,1.6300000000000001,COMPLETE
255,0.6875,2026-04-04 19:15:44.931908,2026-04-04 19:15:52.519472,0 days 00:00:07.587564,265.0,2.0,113.9,149.3,0.5700000000000001,COMPLETE
256,0.6875,2026-04-04 19:15:52.530794,2026-04-04 19:15:59.603595,0 days 00:00:07.072801,212.0,2.0,117.4,153.2,0.08,COMPLETE
257,0.6875,2026-04-04 19:15:59.615081,2026-04-04 19:16:06.398268,0 days 00:00:06.783187,389.0,1.0,121.7,154.0,1.83,COMPLETE
258,0.6875,2026-04-04 19:16:06.409991,2026-04-04 19:16:13.795324,0 days 00:00:07.385333,151.0,2.0,124.1,150.8,1.85,COMPLETE
259,0.6875,2026-04-04 19:16:13.806590,2026-04-04 19:16:21.564465,0 days 00:00:07.757875,420.0,1.0,117.1,160.0,0.6900000000000001,COMPLETE
260,0.6875,2026-04-04 19:16:21.576911,2026-04-04 19:16:29.227599,0 days 00:00:07.650688,325.0,1.0,114.6,152.3,0.4,COMPLETE
261,0.6875,2026-04-04 19:16:29.238889,2026-04-04 19:16:36.876728,0 days 00:00:07.637839,470.0,2.0,124.4,154.5,1.56,COMPLETE
262,0.6875,2026-04-04 19:16:36.889291,2026-04-04 19:16:44.184005,0 days 00:00:07.294714,342.0,3.0,119.2,152.0,1.1,COMPLETE
263,0.6875,2026-04-04 19:16:44.195810,2026-04-04 19:16:51.372119,0 days 00:00:07.176309,199.0,2.0,115.4,150.4,1.56,COMPLETE
264,0.6875,2026-04-04 19:16:51.383665,2026-04-04 19:16:58.292211,0 days 00:00:06.908546,444.0,2.0,120.3,152.9,1.2,COMPLETE
265,0.6875,2026-04-04 19:16:58.303729,2026-04-04 19:17:05.201251,0 days 00:00:06.897522,407.0,2.0,126.1,154.5,0.99,COMPLETE
266,0.6875,2026-04-04 19:17:05.212981,2026-04-04 19:17:12.996409,0 days 00:00:07.783428,460.0,1.0,113.1,152.4,0.81,COMPLETE
267,0.6875,2026-04-04 19:17:13.008073,2026-04-04 19:17:20.879891,0 days 00:00:07.871818,381.0,1.0,121.7,159.1,0.9500000000000001,COMPLETE
268,0.6875,2026-04-04 19:17:20.891050,2026-04-04 19:17:28.919248,0 days 00:00:08.028198,274.0,3.0,126.7,148.7,0.24,COMPLETE
269,0.6875,2026-04-04 19:17:28.930776,2026-04-04 19:17:36.867494,0 days 00:00:07.936718,391.0,1.0,113.8,154.6,1.35,COMPLETE
270,0.6875,2026-04-04 19:17:36.879073,2026-04-04 19:17:44.211141,0 days 00:00:07.332068,240.0,2.0,121.2,154.2,0.9500000000000001,COMPLETE
271,0.6875,2026-04-04 19:17:44.222835,2026-04-04 19:17:50.627702,0 days 00:00:06.404867,244.0,1.0,121.9,154.5,0.64,COMPLETE
272,0.6875,2026-04-04 19:17:50.638553,2026-04-04 19:17:57.826882,0 days 00:00:07.188329,384.0,2.0,113.7,154.6,0.36,COMPLETE
273,0.6875,2026-04-04 19:17:57.839132,2026-04-04 19:18:04.743924,0 days 00:00:06.904792,290.0,2.0,116.7,155.2,1.07,COMPLETE
274,0.6875,2026-04-04 19:18:04.755570,2026-04-04 19:18:11.261156,0 days 00:00:06.505586,332.0,1.0,117.4,156.0,1.1500000000000001,COMPLETE
275,0.6875,2026-04-04 19:18:11.273586,2026-04-04 19:18:18.196360,0 days 00:00:06.922774,297.0,1.0,117.8,150.5,1.8,COMPLETE
276,0.6875,2026-04-04 19:18:18.207940,2026-04-04 19:18:25.435729,0 days 00:00:07.227789,417.0,3.0,125.8,149.3,0.3,COMPLETE
277,0.6875,2026-04-04 19:18:25.447582,2026-04-04 19:18:32.477902,0 days 00:00:07.030320,379.0,1.0,125.6,156.0,1.58,COMPLETE
278,0.6875,2026-04-04 19:18:32.489824,2026-04-04 19:18:40.053231,0 days 00:00:07.563407,216.0,2.0,119.4,158.7,0.8,COMPLETE
279,0.6875,2026-04-04 19:18:40.064564,2026-04-04 19:18:47.778858,0 days 00:00:07.714294,413.0,1.0,120.8,148.2,1.05,COMPLETE
280,0.6875,2026-04-04 19:18:47.790439,2026-04-04 19:18:55.503867,0 days 00:00:07.713428,395.0,1.0,120.9,158.8,1.72,COMPLETE
281,0.6875,2026-04-04 19:18:55.515979,2026-04-04 19:19:02.462851,0 days 00:00:06.946872,315.0,3.0,118.4,158.7,1.78,COMPLETE
282,0.6875,2026-04-04 19:19:02.474296,2026-04-04 19:19:10.003254,0 days 00:00:07.528958,193.0,3.0,126.7,155.5,0.11,COMPLETE
283,0.6875,2026-04-04 19:19:10.015271,2026-04-04 19:19:18.040800,0 days 00:00:08.025529,189.0,1.0,113.0,149.8,0.8200000000000001,COMPLETE
284,0.6875,2026-04-04 19:19:18.050206,2026-04-04 19:19:25.606501,0 days 00:00:07.556295,488.0,2.0,123.9,149.6,1.5,COMPLETE
285,0.6875,2026-04-04 19:19:25.618429,2026-04-04 19:19:32.823693,0 days 00:00:07.205264,159.0,3.0,123.4,151.2,0.81,COMPLETE
286,0.6875,2026-04-04 19:19:32.831993,2026-04-04 19:19:39.430799,0 days 00:00:06.598806,299.0,1.0,124.4,153.2,1.71,COMPLETE
287,0.6875,2026-04-04 19:19:39.442870,2026-04-04 19:19:46.140764,0 days 00:00:06.697894,225.0,3.0,125.5,151.5,1.62,COMPLETE
288,0.6875,2026-04-04 19:19:46.152662,2026-04-04 19:19:53.875589,0 days 00:00:07.722927,179.0,3.0,116.1,148.2,0.04,COMPLETE
289,0.6875,2026-04-04 19:19:53.887529,2026-04-04 19:20:01.700024,0 days 00:00:07.812495,298.0,2.0,119.2,159.4,0.41000000000000003,COMPLETE
290,0.6875,2026-04-04 19:20:01.711122,2026-04-04 19:20:09.149279,0 days 00:00:07.438157,252.0,3.0,120.0,151.5,0.59,COMPLETE
291,0.6875,2026-04-04 19:20:09.160687,2026-04-04 19:20:16.395778,0 days 00:00:07.235091,329.0,2.0,113.4,156.3,0.48,COMPLETE
292,0.6875,2026-04-04 19:20:16.407669,2026-04-04 19:20:23.359766,0 days 00:00:06.952097,430.0,1.0,118.7,159.6,1.59,COMPLETE
293,0.6875,2026-04-04 19:20:23.371955,2026-04-04 19:20:31.067876,0 days 00:00:07.695921,219.0,3.0,126.8,157.1,0.45,COMPLETE
294,0.6875,2026-04-04 19:20:31.079508,2026-04-04 19:20:38.853837,0 days 00:00:07.774329,361.0,1.0,114.2,159.5,0.68,COMPLETE
295,0.6875,2026-04-04 19:20:38.865968,2026-04-04 19:20:46.274820,0 days 00:00:07.408852,282.0,3.0,120.6,155.5,1.08,COMPLETE
296,0.6875,2026-04-04 19:20:46.286949,2026-04-04 19:20:53.262356,0 days 00:00:06.975407,442.0,2.0,124.7,152.5,1.17,COMPLETE
297,0.6875,2026-04-04 19:20:53.277391,2026-04-04 19:21:00.385133,0 days 00:00:07.107742,484.0,1.0,117.7,153.3,0.73,COMPLETE
298,0.6875,2026-04-04 19:21:00.396874,2026-04-04 19:21:07.084438,0 days 00:00:06.687564,419.0,1.0,118.9,155.1,1.22,COMPLETE
299,0.6875,2026-04-04 19:21:07.096352,2026-04-04 19:21:14.448718,0 days 00:00:07.352366,209.0,2.0,123.6,154.6,0.53,COMPLETE
300,0.6875,2026-04-04 19:21:14.460227,2026-04-04 19:21:21.908417,0 days 00:00:07.448190,213.0,1.0,114.4,158.3,0.22,COMPLETE
301,0.6875,2026-04-04 19:21:21.919369,2026-04-04 19:21:28.610027,0 days 00:00:06.690658,393.0,1.0,115.8,156.7,0.9500000000000001,COMPLETE
302,0.6875,2026-04-04 19:21:28.621536,2026-04-04 19:21:36.806466,0 days 00:00:08.184930,243.0,3.0,126.8,152.1,0.51,COMPLETE
303,0.6875,2026-04-04 19:21:36.817538,2026-04-04 19:21:44.575916,0 days 00:00:07.758378,208.0,2.0,118.2,148.8,1.01,COMPLETE
304,0.6875,2026-04-04 19:21:44.584206,2026-04-04 19:21:52.403778,0 days 00:00:07.819572,187.0,2.0,116.0,159.6,0.62,COMPLETE
305,0.6875,2026-04-04 19:21:52.414701,2026-04-04 19:22:00.049407,0 days 00:00:07.634706,171.0,3.0,125.7,152.8,0.72,COMPLETE
306,0.6875,2026-04-04 19:22:00.061243,2026-04-04 19:22:07.301102,0 days 00:00:07.239859,172.0,1.0,117.6,153.4,0.3,COMPLETE
307,0.825,2026-04-04 19:22:07.312784,2026-04-04 19:22:41.673295,0 days 00:00:34.360511,454.0,3.0,122.7,151.4,0.12,COMPLETE
308,0.6875,2026-04-04 19:22:41.684856,2026-04-04 19:22:48.718926,0 days 00:00:07.034070,398.0,1.0,118.3,148.0,1.47,COMPLETE
309,0.6875,2026-04-04 19:22:48.730184,2026-04-04 19:22:56.138837,0 days 00:00:07.408653,344.0,1.0,115.8,157.2,1.48,COMPLETE
310,0.6875,2026-04-04 19:22:56.150539,2026-04-04 19:23:02.743068,0 days 00:00:06.592529,490.0,1.0,116.0,158.8,1.37,COMPLETE
311,0.6875,2026-04-04 19:23:02.755091,2026-04-04 19:23:10.596000,0 days 00:00:07.840909,331.0,2.0,118.6,148.0,1.8,COMPLETE
312,0.6875,2026-04-04 19:23:10.607264,2026-04-04 19:23:18.303335,0 days 00:00:07.696071,270.0,2.0,115.4,158.0,0.85,COMPLETE
313,0.6875,2026-04-04 19:23:18.315072,2026-04-04 19:23:25.719609,0 days 00:00:07.404537,280.0,2.0,124.0,154.4,0.72,COMPLETE
314,0.6875,2026-04-04 19:23:25.730686,2026-04-04 19:23:33.050209,0 days 00:00:07.319523,265.0,1.0,115.4,152.6,1.04,COMPLETE
315,0.6875,2026-04-04 19:23:33.062629,2026-04-04 19:23:39.831007,0 days 00:00:06.768378,261.0,2.0,113.3,156.3,0.02,COMPLETE
316,0.6875,2026-04-04 19:23:39.842535,2026-04-04 19:23:47.133024,0 days 00:00:07.290489,297.0,2.0,121.0,156.2,1.96,COMPLETE
317,0.6875,2026-04-04 19:23:47.145010,2026-04-04 19:23:54.217945,0 days 00:00:07.072935,329.0,2.0,117.7,152.4,0.55,COMPLETE
318,0.6875,2026-04-04 19:23:54.229552,2026-04-04 19:24:00.843285,0 days 00:00:06.613733,434.0,1.0,117.7,153.2,1.62,COMPLETE
319,0.6875,2026-04-04 19:24:00.854629,2026-04-04 19:24:09.156964,0 days 00:00:08.302335,157.0,3.0,126.2,158.4,0.6900000000000001,COMPLETE
320,0.6875,2026-04-04 19:24:09.168371,2026-04-04 19:24:16.532797,0 days 00:00:07.364426,273.0,2.0,118.2,160.0,0.71,COMPLETE
321,0.6875,2026-04-04 19:24:16.544029,2026-04-04 19:24:24.124006,0 days 00:00:07.579977,179.0,3.0,125.8,154.4,1.57,COMPLETE
322,0.671875,2026-04-04 19:24:24.135613,2026-04-04 19:24:30.723043,0 days 00:00:06.587430,474.0,3.0,123.9,152.3,0.34,COMPLETE
323,0.6875,2026-04-04 19:24:30.734369,2026-04-04 19:24:37.358810,0 days 00:00:06.624441,402.0,3.0,124.2,153.3,0.38,COMPLETE
324,0.6875,2026-04-04 19:24:37.370636,2026-04-04 19:24:44.954993,0 days 00:00:07.584357,399.0,1.0,113.3,155.8,1.22,COMPLETE
325,0.825,2026-04-04 19:24:44.964170,2026-04-04 19:25:20.163073,0 days 00:00:35.198903,474.0,3.0,125.1,153.9,0.62,COMPLETE
326,0.6875,2026-04-04 19:25:20.174568,2026-04-04 19:25:27.413930,0 days 00:00:07.239362,372.0,1.0,122.5,148.3,0.01,COMPLETE
327,0.6875,2026-04-04 19:25:27.425599,2026-04-04 19:25:35.655013,0 days 00:00:08.229414,279.0,3.0,114.4,160.0,1.1300000000000001,COMPLETE
328,0.6875,2026-04-04 19:25:35.666551,2026-04-04 19:25:43.622941,0 days 00:00:07.956390,215.0,1.0,126.7,159.9,0.2,COMPLETE
329,0.6875,2026-04-04 19:25:43.634432,2026-04-04 19:25:51.804073,0 days 00:00:08.169641,151.0,1.0,117.4,150.2,1.6,COMPLETE
330,0.6875,2026-04-04 19:25:51.815382,2026-04-04 19:25:59.228757,0 days 00:00:07.413375,206.0,2.0,126.0,150.2,0.54,COMPLETE
331,0.6875,2026-04-04 19:25:59.240770,2026-04-04 19:26:06.762467,0 days 00:00:07.521697,167.0,2.0,117.3,153.2,1.32,COMPLETE
332,0.6875,2026-04-04 19:26:06.774108,2026-04-04 19:26:13.430151,0 days 00:00:06.656043,379.0,2.0,114.2,150.4,1.04,COMPLETE
333,0.825,2026-04-04 19:26:13.442066,2026-04-04 19:26:47.946772,0 days 00:00:34.504706,495.0,3.0,121.6,153.0,0.12,COMPLETE
334,0.825,2026-04-04 19:26:47.955773,2026-04-04 19:27:22.007108,0 days 00:00:34.051335,489.0,3.0,124.7,152.2,0.3,COMPLETE
335,0.6875,2026-04-04 19:27:22.018869,2026-04-04 19:27:28.920390,0 days 00:00:06.901521,388.0,2.0,125.9,149.4,1.46,COMPLETE
336,0.6875,2026-04-04 19:27:28.932457,2026-04-04 19:27:35.904678,0 days 00:00:06.972221,330.0,2.0,122.6,152.9,1.82,COMPLETE
337,0.6875,2026-04-04 19:27:35.915797,2026-04-04 19:27:42.718016,0 days 00:00:06.802219,498.0,3.0,125.7,150.7,0.24,COMPLETE
338,0.6875,2026-04-04 19:27:42.726779,2026-04-04 19:27:49.243726,0 days 00:00:06.516947,453.0,2.0,126.8,150.8,0.25,COMPLETE
339,0.6875,2026-04-04 19:27:49.255962,2026-04-04 19:27:57.220506,0 days 00:00:07.964544,154.0,1.0,117.8,149.7,0.16,COMPLETE
340,0.6875,2026-04-04 19:27:57.232481,2026-04-04 19:28:03.922141,0 days 00:00:06.689660,205.0,3.0,118.9,153.9,1.07,COMPLETE
341,0.6875,2026-04-04 19:28:03.934122,2026-04-04 19:28:10.774250,0 days 00:00:06.840128,161.0,2.0,116.8,150.7,0.11,COMPLETE
342,0.6875,2026-04-04 19:28:10.789689,2026-04-04 19:28:17.395463,0 days 00:00:06.605774,275.0,3.0,114.9,148.1,1.1500000000000001,COMPLETE
343,0.6875,2026-04-04 19:28:17.407124,2026-04-04 19:28:24.768279,0 days 00:00:07.361155,408.0,1.0,113.1,156.9,1.75,COMPLETE
344,0.6875,2026-04-04 19:28:24.779656,2026-04-04 19:28:32.935185,0 days 00:00:08.155529,222.0,3.0,122.7,153.0,0.9500000000000001,COMPLETE
345,0.6875,2026-04-04 19:28:32.947133,2026-04-04 19:28:39.865988,0 days 00:00:06.918855,436.0,3.0,121.7,148.5,0.22,COMPLETE
346,0.6875,2026-04-04 19:28:39.877503,2026-04-04 19:28:47.541164,0 days 00:00:07.663661,303.0,2.0,113.2,152.9,0.4,COMPLETE
347,0.6875,2026-04-04 19:28:47.553019,2026-04-04 19:28:54.899553,0 days 00:00:07.346534,284.0,1.0,119.4,157.0,0.96,COMPLETE
348,0.6875,2026-04-04 19:28:54.911281,2026-04-04 19:29:01.997094,0 days 00:00:07.085813,429.0,2.0,122.3,151.7,0.5700000000000001,COMPLETE
